Replicate,TFIDF_Hit1Macro,TFIDF_MRRMacro,MPNET_Hit1Macro,MPNET_MRRMacro
279,0.016670375342380146,0.13798297820332545,0.009086945360116816,0.151439045380764
280,0.013837796343208298,0.1826367495589207,0.008954557744955554,0.19456576548855847
281,0.016541715407543515,0.13838913000542072,0.04215299622904824,0.17580011330289744
282,0.015997814592377972,0.1409417649776126,0.00879527781031527,0.11576709529123645
283,0.029526583883811085,0.18390309902666288,0.10842928084579807,0.2214231969954931
284,0.03440210864366624,0.13443550488537284,0.029721575740854066,0.16832674606669396
285,0.12105231272464292,0.24308210941289712,0.11091178137121949,0.24251418721605703
286,0.040776318399683334,0.1888002702424554,0.0504094181023317,0.1935078896453418
287,0.01041650080642952,0.13524273012799704,0.007904073821525508,0.13334845732811815
288,0.018715934362172372,0.1533496246095683,0.007679725827949861,0.12600930171342525
289,0.08498734233545992,0.1880807681522357,0.08800947354437227,0.20693392444879652
290,0.09076257252406708,0.2132308801103534,0.13370889470190814,0.2606308727961676
291,0.0572071192883826,0.201366350262253,0.0496114555868111,0.18046604107647363
292,0.10763891390705364,0.2173442699302382,0.15180341507570558,0.2516300651143096
293,0.01028794325345771,0.1527282877690358,0.008604304638771917,0.1328878936113087
294,0.01514319377629824,0.15563170720160602,0.015621752867162993,0.15273747253147174
295,0.08956175751343837,0.21463832268669933,0.09561448466539113,0.21968766525231845
296,0.05986192489410665,0.1611429393790205,0.08468188295795308,0.17561856398838774
297,0.05759918249940772,0.1854504473866475,0.042668193287918973,0.1646679615767529
298,0.0065861532682227174,0.11412191860135017,0.0038008117554652024,0.11461498238603066
299,0.008441623816028728,0.11905303552352789,0.001917618379750217,0.10379585210343635
300,0.027187947041283474,0.16296413757843314,0.028280414420192024,0.16699646300489113
301,0.08473204633595115,0.20033277393535381,0.055047233370153825,0.18152364659896394
302,0.1046451285603127,0.24821650876032147,0.1823774620702418,0.3238352228370021
303,0.066228326254218,0.20380509378123826,0.05550955311169691,0.19288280004611025
304,0.09583244315804723,0.20433144450401539,0.07774474010914995,0.1897002357271648
305,0.09855935808036502,0.2254576895292673,0.09559009322297359,0.2316675401688533
306,0.0037076273101211196,0.11360356187989264,0.002097861330150536,0.09649448876306245
307,0.034094856232282686,0.16014119633149773,0.010886447970243691,0.14674211489334668
308,0.008325438472294038,0.10742598951946403,0.003118682363316375,0.12249377042529988
309,0.008870862976724707,0.11006303919073587,0.0027338043543554233,0.10488125304862973
310,0.08937999086207975,0.1973678876465504,0.08534899804556269,0.19341400429689926
311,0.006402675736064842,0.11692681569953789,0.0029322005156121995,0.11587538923764751
312,0.0063536626805599326,0.12564806381812568,0.006001680229088584,0.14082614483469022
313,0.06120281481387585,0.18031552241825416,0.0443767910983931,0.17054018801984114
314,0.013112590221702348,0.15063033383619676,0.013052278338272024,0.17963952494660973
315,0.0797466606623633,0.2079285921839716,0.05986672391529744,0.19493267536451508
316,0.00794387840327728,0.12195200588397888,0.0031904190081548174,0.10713292454151441
317,0.03450941694902709,0.15588837983130574,0.005606840931247729,0.13619543749596352
318,0.10041129372779013,0.2282407413882598,0.06687153813993735,0.2064522350752018
319,0.06801690726662481,0.19663726861765196,0.08525341851938505,0.1995357959458798
320,0.05154091716623721,0.20986969017519644,0.043169555523043114,0.16807361670992374
321,0.04363190832087272,0.18196553630531515,0.014275412568035757,0.17602564193220402
322,0.04900085885334512,0.14521922250531694,0.049266347642485296,0.1464201331501141
323,0.003513527931239132,0.1141770330938515,0.012011769796069563,0.12235905033935629
324,0.01508987673951158,0.1417427453605386,0.020202170716311522,0.15015047262075623
325,0.06348042762218367,0.21882188869971883,0.10675378848497426,0.24446480216284794
326,0.07146981680146999,0.21498828470413386,0.05700215543733605,0.1971427360256031
327,0.15690622540075957,0.2723552269451483,0.20710764806655882,0.30001209299939224
328,0.05809302453210495,0.1988361545447212,0.06194631292972758,0.22387130796958185
329,0.015186291613008735,0.13519763386556774,0.004764917238389255,0.13813831864087742
330,0.04991688281802038,0.18798752389983142,0.012858576690255436,0.13847014208543315
331,0.07710072657776675,0.18996801267021216,0.12480992183182138,0.2018709153223318
332,0.12581159624694466,0.2624508357620935,0.16907935316284683,0.28762592933230835
333,0.11153113397804598,0.29911912497205284,0.12128527066183438,0.3359312595454758
334,0.021670581732999204,0.1493329751137006,0.010981532087886471,0.1471548072682392
335,0.08399774679095613,0.1825571696845424,0.07362761245379783,0.1783299143288424
336,0.03514455746661826,0.16632185377717776,0.014503141542759442,0.1577243998929815
337,0.04913723075592692,0.19123810084408546,0.019509659606499245,0.18743034458794106
338,0.013341323792478184,0.15473122835520786,0.0012727022564667032,0.11976032066880724
339,0.012178618817168746,0.12413319218985389,0.0023567927319680473,0.1070314708744139
340,0.05232123458042928,0.17526755735351163,0.02277112995476425,0.1555889682119107
341,0.014068688098409141,0.14017579891015278,0.0588184297001563,0.19933394995048057
342,0.013834220670704918,0.14269489441882832,0.012827969110372461,0.13535228491261547
343,0.011813315856023942,0.14322020697257518,0.008862224655682108,0.1352523947719892
344,0.05259487704726176,0.19266911196098788,0.05418932538342366,0.2021326727545473
345,0.020470577976338333,0.1663424136220925,0.016472037581293775,0.16428946205421585
346,0.055158371186811606,0.17985661333569872,0.09284647682920888,0.22571238181705916
347,0.003254728759396482,0.11963568022621618,0.003064603767928576,0.10090382580517854
348,0.10676010299178947,0.2413839789262417,0.08887595511020316,0.23103532573743307
349,0.037663665850843187,0.1727161265234278,0.05703145965919355,0.18838033503026355
350,0.004322941538518583,0.11347951114534176,0.006409506194093778,0.13715823300905253
351,0.04282218814966253,0.1722792736929531,0.011198191543832623,0.14554265749407994
352,0.017292454853842017,0.14646808979604048,0.041923371175468606,0.1358399613910964
353,0.02954558530061439,0.1496799820689617,0.009197205888042643,0.1312286391055639
354,0.10729033815547483,0.22349682481071423,0.08742945497054988,0.2062467548794456
355,0.00860318209733802,0.13794374081545946,0.0038337341483691083,0.1290858460544017
356,0.012408453975097492,0.1306125998697028,0.01517165377655603,0.13528403936567454
357,0.05137748898443986,0.1650623753905796,0.0472598896577633,0.14782741423644605
358,0.12258590792751389,0.25711877420864465,0.13046821779191647,0.26898951483124534
